sku,name,description,category,barcode,selling_price,cost_price,tax_rate,stock,min_stock_level,max_stock_level,reorder_point,reorder_quantity,unit_of_measure,supplier_name,supplier_contact,is_active,receipt_number,transaction_date,location_name,quantity,unit_price,discount_amount,tax_amount,payment_method,customer_name,customer_email,customer_phone,cashier_name,notes
CND-044,Altoids Peppermint 1.76oz,Altoids Curiously Strong Mints 1.76oz,Candy,072400000175,2.99,1.55,8.25,189,24,200,36,100,each,Wrigley,orders@wrigley.com,true,,,,,,,,,,,,,
CND-045,Certs Peppermint 1.2oz,Certs Peppermint Mints 1.2oz,Candy,012500000182,2.49,1.35,8.25,156,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-046,Mentos Mint 1.32oz,Mentos Chewy Mint Roll 1.32oz,Candy,073390000199,1.49,0.75,8.25,267,36,300,48,150,each,Perfetti Van Melle,orders@pvm.com,true,,,,,,,,,,,,,
CND-047,Mentos Fruit 1.32oz,Mentos Fruit Chewy Candy 1.32oz,Candy,073390000205,1.49,0.75,8.25,234,36,300,48,150,each,Perfetti Van Melle,orders@pvm.com,true,,,,,,,,,,,,,
CND-048,Hostess Twinkies 2.7oz,Hostess Twinkies Golden Sponge Cake 2.7oz,Candy,888109110017,2.49,1.35,8.25,178,18,150,24,75,each,Hostess,orders@hostessbrands.com,true,,,,,,,,,,,,,
CND-049,Hostess Cupcakes 3.17oz,Hostess Chocolate Cupcakes 3.17oz,Candy,888109110024,2.49,1.35,8.25,189,18,150,24,75,each,Hostess,orders@hostessbrands.com,true,,,,,,,,,,,,,
CND-050,Hostess Ding Dongs 2.55oz,Hostess Ding Dongs 2.55oz,Candy,888109110031,2.49,1.35,8.25,167,18,150,24,75,each,Hostess,orders@hostessbrands.com,true,,,,,,,,,,,,,
CND-051,Little Debbie Oatmeal Creme Pies 2.62oz,Little Debbie Oatmeal Creme Pies 2.62oz,Candy,024300110048,1.99,1.05,8.25,234,24,200,36,100,each,Little Debbie,orders@littledebbie.com,true,,,,,,,,,,,,,
CND-052,Little Debbie Zebra Cakes 2.75oz,Little Debbie Zebra Cakes 2.75oz,Candy,024300110055,1.99,1.05,8.25,212,24,200,36,100,each,Little Debbie,orders@littledebbie.com,true,,,,,,,,,,,,,
CND-053,Oreo Cookies 2.4oz,Oreo Chocolate Sandwich Cookies 2.4oz,Candy,044000000013,1.99,1.05,8.25,245,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-054,Chips Ahoy 1.55oz,Chips Ahoy Chocolate Chip Cookies 1.55oz,Candy,044000000020,1.99,1.05,8.25,189,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-055,Nutter Butter 1.9oz,Nutter Butter Peanut Butter Cookies 1.9oz,Candy,044000000037,1.99,1.05,8.25,256,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-056,Rice Krispies Treats 1.3oz,Rice Krispies Treats Original 1.3oz,Candy,038000000044,1.29,0.65,8.25,178,36,300,48,150,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
CND-057,Grandma's Chocolate Chip Cookie 2.5oz,Grandma's Chocolate Chip Cookie 2.5oz,Candy,028400000051,1.79,0.95,8.25,189,24,200,36,100,each,Frito-Lay,orders@fritolay.com,true,,,,,,,,,,,,,
CND-058,Famous Amos Chocolate Chip 2oz,Famous Amos Chocolate Chip Cookies 2oz,Candy,027800000068,1.99,1.05,8.25,145,24,200,36,100,each,Famous Amos,orders@famousamos.com,true,,,,,,,,,,,,,
CND-059,BelVita Blueberry Breakfast Biscuits 1.76oz,BelVita Blueberry Breakfast Biscuits 1.76oz,Candy,044000000075,2.49,1.35,8.25,167,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-060,Poptarts Frosted Strawberry 3.67oz,Poptarts Frosted Strawberry 2ct,Candy,038000000082,1.79,0.95,8.25,198,24,200,36,100,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
CND-061,Poptarts Frosted Brown Sugar 3.52oz,Poptarts Frosted Brown Sugar 2ct,Candy,038000000099,1.79,0.95,8.25,212,24,200,36,100,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
CND-062,Poptarts Frosted Cookies & Creme 3.67oz,Poptarts Frosted Cookies & Creme 2ct,Candy,038000000105,1.79,0.95,8.25,178,24,200,36,100,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
CND-063,Clif Bar Chocolate Chip 2.4oz,Clif Bar Chocolate Chip 2.4oz,Candy,072225000112,1.99,1.05,8.25,234,24,200,36,100,each,Clif Bar,orders@clifbar.com,true,,,,,,,,,,,,,
CND-064,Clif Bar Crunchy Peanut Butter 2.4oz,Clif Bar Crunchy Peanut Butter 2.4oz,Candy,072225000129,1.99,1.05,8.25,156,24,200,36,100,each,Clif Bar,orders@clifbar.com,true,,,,,,,,,,,,,
CND-065,Clif Bar White Chocolate Macadamia 2.4oz,Clif Bar White Chocolate Macadamia 2.4oz,Candy,072225000136,1.99,1.05,8.25,189,24,200,36,100,each,Clif Bar,orders@clifbar.com,true,,,,,,,,,,,,,
CND-066,Kind Bar Dark Chocolate Nuts 1.4oz,Kind Bar Dark Chocolate Nuts & Sea Salt 1.4oz,Candy,060265000143,2.49,1.35,8.25,167,24,200,36,100,each,Kind,orders@kindsnacks.com,true,,,,,,,,,,,,,
CND-067,Kind Bar Peanut Butter Dark Chocolate 1.4oz,Kind Bar Peanut Butter Dark Chocolate 1.4oz,Candy,060265000150,2.49,1.35,8.25,145,24,200,36,100,each,Kind,orders@kindsnacks.com,true,,,,,,,,,,,,,
CND-068,Kind Bar Caramel Almond Sea Salt 1.4oz,Kind Bar Caramel Almond & Sea Salt 1.4oz,Candy,060265000167,2.49,1.35,8.25,178,24,200,36,100,each,Kind,orders@kindsnacks.com,true,,,,,,,,,,,,,
CND-069,Quest Bar Chocolate Chip Cookie Dough 2.12oz,Quest Bar Chocolate Chip Cookie Dough 2.12oz,Candy,088884000174,2.99,1.65,8.25,123,18,120,24,60,each,Quest Nutrition,orders@questnutrition.com,true,,,,,,,,,,,,,
CND-070,Quest Bar Cookies & Cream 2.12oz,Quest Bar Cookies & Cream 2.12oz,Candy,088884000181,2.99,1.65,8.25,134,18,120,24,60,each,Quest Nutrition,orders@questnutrition.com,true,,,,,,,,,,,,,
CND-071,RXBAR Peanut Butter 1.83oz,RXBAR Peanut Butter 1.83oz,Candy,085777000198,2.49,1.35,8.25,145,18,120,24,60,each,RXBAR,orders@rxbar.com,true,,,,,,,,,,,,,
CND-072,RXBAR Chocolate Sea Salt 1.83oz,RXBAR Chocolate Sea Salt 1.83oz,Candy,085777000204,2.49,1.35,8.25,134,18,120,24,60,each,RXBAR,orders@rxbar.com,true,,,,,,,,,,,,,
CND-073,Larabar Cherry Pie 1.7oz,Larabar Cherry Pie 1.7oz,Candy,021908000211,1.79,0.95,8.25,156,24,200,36,100,each,Larabar,orders@larabar.com,true,,,,,,,,,,,,,
CND-074,Larabar Peanut Butter Cookie 1.7oz,Larabar Peanut Butter Cookie 1.7oz,Candy,021908000228,1.79,0.95,8.25,145,24,200,36,100,each,Larabar,orders@larabar.com,true,,,,,,,,,,,,,
CND-075,Fig Newtons 2oz,Fig Newtons Soft Cookies 2oz,Candy,044000000235,1.99,1.05,8.25,178,24,200,36,100,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
CND-076,Barnum's Animal Crackers 2.125oz,Barnum's Animal Crackers 2.125oz,Candy,044000000242,1.49,0.75,8.25,50,36,300,48,150,each,Mondelez,orders@mondelez.com,true,,,,,,,,,,,,,
TOB-001,Marlboro Red 20ct,Marlboro Red King Box 20ct,Tobacco,028200000015,10.99,7.50,8.25,45,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-002,Marlboro Gold 20ct,Marlboro Gold King Box 20ct,Tobacco,028200000022,10.99,7.50,8.25,52,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-003,Marlboro Menthol 20ct,Marlboro Menthol King Box 20ct,Tobacco,028200000039,10.99,7.50,8.25,38,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-004,Newport Menthol 20ct,Newport Menthol King Box 20ct,Tobacco,028200000046,10.99,7.50,8.25,43,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-005,Newport 100s Menthol 20ct,Newport 100s Menthol Box 20ct,Tobacco,028200000053,11.49,7.75,8.25,47,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-006,Camel Blue 20ct,Camel Blue King Box 20ct,Tobacco,012300000045,10.49,7.25,8.25,52,12,100,18,50,each,RJ Reynolds,orders@rjrt.com,true,,,,,,,,,,,,,
TOB-007,Camel Turkish Royal 20ct,Camel Turkish Royal King Box 20ct,Tobacco,012300000052,10.49,7.25,8.25,48,12,100,18,50,each,RJ Reynolds,orders@rjrt.com,true,,,,,,,,,,,,,
TOB-008,American Spirit Yellow 20ct,American Spirit Yellow King Box 20ct,Tobacco,089300000021,11.49,8.00,8.25,23,8,80,12,40,each,Santa Fe Natural,orders@sfntc.com,true,,,,,,,,,,,,,
TOB-009,American Spirit Celadon 20ct,American Spirit Celadon King Box 20ct,Tobacco,089300000038,11.49,8.00,8.25,27,8,80,12,40,each,Santa Fe Natural,orders@sfntc.com,true,,,,,,,,,,,,,
TOB-010,Pall Mall Red 20ct,Pall Mall Red King Box 20ct,Tobacco,028200000064,8.99,6.25,8.25,67,12,100,18,50,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-011,Lucky Strike Original 20ct,Lucky Strike Original Red Box 20ct,Tobacco,028200000071,9.49,6.75,8.25,71,12,100,18,50,each,British American,orders@bat.com,true,,,,,,,,,,,,,
TOB-012,Dunhill International 20ct,Dunhill International Red Box 20ct,Tobacco,012300000088,12.99,9.00,8.25,18,8,60,12,30,each,British American,orders@bat.com,true,,,,,,,,,,,,,
TOB-013,Zippo Lighter Fluid 4oz,Zippo Premium Lighter Fluid 4oz,Tobacco,041689000042,3.99,2.25,8.25,67,12,100,18,50,each,Zippo,orders@zippo.com,true,,,,,,,,,,,,,
TOB-014,Zippo Classic Chrome,Zippo Classic Chrome Lighter,Tobacco,041689000059,19.99,12.50,8.25,22,8,40,12,20,each,Zippo,orders@zippo.com,true,,,,,,,,,,,,,
TOB-015,BIC Classic Lighter,BIC Classic Full-Size Lighter,Tobacco,070330000019,2.49,1.35,8.25,156,24,200,36,100,each,BIC,orders@bicworld.com,true,,,,,,,,,,,,,
TOB-016,BIC Mini Lighter,BIC Mini Pocket Lighter,Tobacco,070330000026,1.99,1.15,8.25,234,36,300,48,150,each,BIC,orders@bicworld.com,true,,,,,,,,,,,,,
TOB-017,BIC Multi-Purpose Lighter,BIC Multi-Purpose Flex Wand Lighter,Tobacco,070330000033,4.49,2.65,8.25,45,12,80,18,40,each,BIC,orders@bicworld.com,true,,,,,,,,,,,,,
TOB-018,Scripto Lighter,Scripto Electronic Lighter,Tobacco,070330000040,1.49,0.85,8.25,178,36,300,48,150,each,Scripto,orders@scripto.com,true,,,,,,,,,,,,,
TOB-019,Clipper Lighter,Clipper Refillable Lighter,Tobacco,070330000057,2.99,1.75,8.25,67,18,120,24,60,each,Clipper,orders@clipper.com,true,,,,,,,,,,,,,
TOB-020,Djeep Lighter,Djeep Classic Lighter,Tobacco,070330000064,2.99,1.75,8.25,56,18,120,24,60,each,Djeep,orders@djeep.com,true,,,,,,,,,,,,,
TOB-021,Rolling Papers Zig-Zag 1.25,Zig-Zag 1.25 Rolling Papers,Tobacco,074780000071,2.49,1.35,8.25,89,18,120,24,60,each,Zig-Zag,orders@zigzag.com,true,,,,,,,,,,,,,
TOB-022,Rolling Papers Raw Kingsize,Raw King Size Rolling Papers,Tobacco,074780000088,3.49,1.95,8.25,67,18,120,24,60,each,Raw,orders@rawpapers.com,true,,,,,,,,,,,,,
TOB-023,Filter Tips Raw,Raw Perforated Filter Tips,Tobacco,074780000095,1.99,1.15,8.25,78,24,200,36,100,each,Raw,orders@rawpapers.com,true,,,,,,,,,,,,,
TOB-024,Swisher Sweets Cigarillos 2ct,Swisher Sweets Cigarillos 2-Pack,Tobacco,074780000101,1.29,0.75,8.25,467,48,400,60,200,each,Swisher,orders@swisher.com,true,,,,,,,,,,,,,
TOB-025,Black & Mild Wine 5ct,Black & Mild Wine Tip Cigars 5-Pack,Tobacco,074780000118,5.99,3.75,8.25,67,12,80,18,40,each,John Middleton,orders@johnmiddleton.com,true,,,,,,,,,,,,,
TOB-026,Phillies Blunt Chocolate,Phillies Chocolate Blunt Cigars 2-Pack,Tobacco,074780000125,1.49,0.85,8.25,234,36,300,48,150,each,Phillies,orders@phillies.com,true,,,,,,,,,,,,,
TOB-027,Dutch Masters Palma,Dutch Masters Palma Cigars 2-Pack,Tobacco,074780000132,1.99,1.15,8.25,189,24,200,36,100,each,Dutch Masters,orders@dutchmasters.com,true,,,,,,,,,,,,,
TOB-028,White Owl White Grape,White Owl White Grape Cigars 2-Pack,Tobacco,074780000149,1.29,0.75,8.25,378,48,400,60,200,each,White Owl,orders@whiteowl.com,true,,,,,,,,,,,,,
TOB-029,Backwoods Honey,Backwoods Honey Cigars 5-Pack,Tobacco,074780000156,6.99,4.25,8.25,45,8,60,12,30,each,Backwoods,orders@backwoods.com,true,,,,,,,,,,,,,
TOB-030,Skoal Wintergreen Pouches,Skoal Wintergreen Pouches 0.82oz,Tobacco,022000000163,5.99,3.75,8.25,67,12,80,18,40,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-031,Copenhagen Wintergreen Long Cut,Copenhagen Wintergreen Long Cut 1.2oz,Tobacco,022000000170,5.99,3.75,8.25,71,12,80,18,40,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-032,Grizzly Wintergreen Long Cut,Grizzly Wintergreen Long Cut 1.2oz,Tobacco,022000000187,4.99,3.15,8.25,89,12,80,18,40,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-033,General Snus Mint 0.3oz,General Snus Mint Portion 0.3oz,Tobacco,022000000194,4.99,3.15,8.25,78,12,80,18,40,each,Swedish Match,orders@swedishmatch.com,true,,,,,,,,,,,,,
TOB-034,ZYN Spearmint 6mg 0.3oz,ZYN Spearmint Nicotine Pouches 6mg 0.3oz,Tobacco,022000000200,5.99,3.75,8.25,67,12,80,18,40,each,Swedish Match,orders@swedishmatch.com,true,,,,,,,,,,,,,
TOB-035,VELO Mint 4mg 0.3oz,VELO Mint Nicotine Pouches 4mg 0.3oz,Tobacco,022000000217,5.49,3.45,8.25,52,12,80,18,40,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-036,on! Wintergreen 2mg 0.13oz,on! Wintergreen Nicotine Pouches 2mg 0.13oz,Tobacco,022000000224,4.49,2.85,8.25,89,18,120,24,60,each,Altria,orders@altria.com,true,,,,,,,,,,,,,
TOB-037,Rogue Wintergreen 6mg 0.3oz,Rogue Wintergreen Nicotine Pouches 6mg 0.3oz,Tobacco,022000000231,5.49,3.45,8.25,67,12,80,18,40,each,Rogue,orders@rogue.com,true,,,,,,,,,,,,,
TOB-038,Vuse Alto Device,Vuse Alto Vape Device Kit,Tobacco,022000000248,14.99,9.50,8.25,34,6,40,12,20,each,Reynolds,orders@reynolds.com,true,,,,,,,,,,,,,
TOB-039,Vuse Alto Pods Menthol 2ct,Vuse Alto Menthol Pods 2-Pack,Tobacco,022000000255,14.99,9.50,8.25,78,12,80,18,40,each,Reynolds,orders@reynolds.com,true,,,,,,,,,,,,,
TOB-040,JUUL Device,JUUL Vape Device Kit,Tobacco,022000000262,19.99,12.50,8.25,28,6,40,12,20,each,JUUL Labs,orders@juul.com,true,,,,,,,,,,,,,
TOB-041,JUUL Pods Virginia Tobacco 4ct,JUUL Virginia Tobacco Pods 4-Pack,Tobacco,022000000279,15.99,9.95,8.25,67,12,80,18,40,each,JUUL Labs,orders@juul.com,true,,,,,,,,,,,,,
TOB-042,Puff Bar Disposable Watermelon,Puff Bar Disposable Watermelon Ice,Tobacco,022000000286,9.99,6.50,8.25,89,12,80,18,40,each,Puff Bar,orders@puffbar.com,true,,,,,,,,,,,,,
TOB-043,Hyde Disposable Blue Razz,Hyde Disposable Blue Razz Ice,Tobacco,022000000293,9.99,6.50,8.25,78,12,80,18,40,each,Hyde,orders@hyde.com,true,,,,,,,,,,,,,
TOB-044,Elf Bar BC5000 Disposable,Elf Bar BC5000 Disposable Vape,Tobacco,022000000309,15.99,9.95,8.25,56,12,80,18,40,each,Elf Bar,orders@elfbar.com,true,,,,,,,,,,,,,
ESS-001,White Bread 20oz,White Bread 20oz Loaf,Bakery,073410000048,2.99,1.65,8.25,67,12,100,18,50,each,Wonder Bread,orders@wonderbread.com,true,,,,,,,,,,,,,
ESS-002,Wheat Bread 20oz,Wheat Bread 20oz Loaf,Bakery,073410000055,3.49,1.95,8.25,78,12,100,18,50,each,Wonder Bread,orders@wonderbread.com,true,,,,,,,,,,,,,
ESS-003,White Bread Giant 24oz,Wonder Classic White Bread 24oz,Bakery,073410000062,3.49,1.95,8.25,45,12,100,18,50,each,Wonder Bread,orders@wonderbread.com,true,,,,,,,,,,,,,
ESS-004,Ballpark Hot Dog Buns 8ct,Ballpark Hot Dog Buns 8-Pack,Bakery,073410000079,3.49,1.95,8.25,52,12,80,18,40,each,Ballpark,orders@ballpark.com,true,,,,,,,,,,,,,
ESS-005,Ballpark Hamburger Buns 8ct,Ballpark Hamburger Buns 8-Pack,Bakery,073410000086,3.49,1.95,8.25,48,12,80,18,40,each,Ballpark,orders@ballpark.com,true,,,,,,,,,,,,,
ESS-006,Thomas Plain Bagels 6ct,Thomas' Plain Bagels 6-Pack,Bakery,073410000093,4.49,2.65,8.25,34,8,60,12,30,each,Thomas',orders@thomas.com,true,,,,,,,,,,,,,
ESS-007,Thomas Everything Bagels 6ct,Thomas' Everything Bagels 6-Pack,Bakery,073410000109,4.49,2.65,8.25,28,8,60,12,30,each,Thomas',orders@thomas.com,true,,,,,,,,,,,,,
ESS-008,English Muffins Plain 6ct,Thomas' Plain English Muffins 6-Pack,Bakery,073410000116,3.99,2.35,8.25,33,8,60,12,30,each,Thomas',orders@thomas.com,true,,,,,,,,,,,,,
ESS-009,Tortilla Flour 10ct,Flour Tortillas 10-Pack 8-inch,Bakery,073410000123,3.49,1.95,8.25,45,12,80,18,40,each,Mission,orders@mission.com,true,,,,,,,,,,,,,
ESS-010,Donuts Glazed 6ct,Glazed Donuts 6-Pack,Bakery,073410000130,4.99,2.95,8.25,28,8,60,12,30,each,Entenmann's,orders@entenmanns.com,true,,,,,,,,,,,,,
ESS-011,Muffins Blueberry 4ct,Blueberry Muffins 4-Pack,Bakery,073410000147,4.49,2.65,8.25,32,8,60,12,30,each,Entenmann's,orders@entenmanns.com,true,,,,,,,,,,,,,
ESS-012,Croissants Butter 4ct,Butter Croissants 4-Pack,Bakery,073410000154,4.99,2.95,8.25,45,8,60,12,30,each,Sara Lee,orders@saralee.com,true,,,,,,,,,,,,,
ESS-013,Cinnamon Rolls 4ct,Cinnamon Rolls with Icing 4-Pack,Bakery,073410000161,3.99,2.35,8.25,38,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-014,Pie Apple 8inch,Marie Callender's Apple Pie 8-inch,Bakery,073410000178,6.99,4.25,8.25,22,6,40,12,20,each,Marie Callender's,orders@mariecallenders.com,true,,,,,,,,,,,,,
ESS-015,Pie Pumpkin 8inch,Marie Callender's Pumpkin Pie 8-inch,Bakery,073410000185,6.99,4.25,8.25,24,6,40,12,20,each,Marie Callender's,orders@mariecallenders.com,true,,,,,,,,,,,,,
ESS-016,Brownie Mix Fudge 18.3oz,Duncan Hines Fudge Brownie Mix,Bakery,073410000192,2.99,1.75,8.25,56,12,80,18,40,each,Duncan Hines,orders@duncanhines.com,true,,,,,,,,,,,,,
ESS-017,Cake Mix Yellow 15.25oz,Duncan Hines Yellow Cake Mix,Bakery,073410000208,2.99,1.75,8.25,67,12,80,18,40,each,Duncan Hines,orders@duncanhines.com,true,,,,,,,,,,,,,
ESS-018,Icing Chocolate 16oz,Pillsbury Chocolate Frosting 16oz,Bakery,073410000215,2.49,1.45,8.25,48,12,80,18,40,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-019,Icing Vanilla 16oz,Pillsbury Vanilla Frosting 16oz,Bakery,073410000222,2.49,1.45,8.25,72,12,80,18,40,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-020,Pancake Mix 32oz,Aunt Jemima Pancake Mix 32oz,Bakery,073410000239,3.49,2.05,8.25,67,12,80,18,40,each,PepsiCo,orders@pepsico.com,true,,,,,,,,,,,,,
ESS-021,Syrup Original 24oz,Aunt Jemima Original Syrup 24oz,Bakery,073410000246,3.99,2.35,8.25,78,12,80,18,40,each,PepsiCo,orders@pepsico.com,true,,,,,,,,,,,,,
ESS-022,Buttermilk Biscuits 8ct,Pillsbury Grands Buttermilk Biscuits 8ct,Bakery,073410000253,3.49,2.05,8.25,45,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-023,Cinnamon Rolls Tube 8ct,Pillsbury Cinnamon Rolls Tube 8ct,Bakery,073410000260,3.49,2.05,8.25,34,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-024,Crescent Rolls Tube 8ct,Pillsbury Crescent Rolls 8ct,Bakery,073410000277,3.49,2.05,8.25,28,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-025,Pizza Dough Tube 13.8oz,Pillsbury Pizza Crust Classic 13.8oz,Bakery,073410000284,3.49,2.05,8.25,56,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-026,Cookies Dough Chocolate Chip 16.5oz,Pillsbury Chocolate Chip Cookie Dough 16.5oz,Bakery,073410000291,3.99,2.35,8.25,78,8,60,12,30,each,Pillsbury,orders@pillsbury.com,true,,,,,,,,,,,,,
ESS-027,Garlic Bread 11oz,New York Bakery Texas Toast Garlic Bread,Bakery,073410000307,3.49,2.05,8.25,34,8,60,12,30,each,New York Bakery,orders@nybakery.com,true,,,,,,,,,,,,,
ESS-028,Dinner Rolls 12ct,Sister Schubert's Dinner Yeast Rolls 12ct,Bakery,073410000314,4.49,2.65,8.25,29,8,60,12,30,each,Sister Schubert's,orders@schuberts.com,true,,,,,,,,,,,,,
ESS-029,Waffles Homestyle 10ct,Eggo Homestyle Waffles 10-Pack,Bakery,073410000321,3.99,2.35,8.25,41,8,60,12,30,each,Eggo,orders@eggo.com,true,,,,,,,,,,,,,
ESS-030,Pancakes Buttermilk 6ct,Eggo Buttermilk Pancakes 6-Pack,Bakery,073410000338,3.99,2.35,8.25,33,8,60,12,30,each,Eggo,orders@eggo.com,true,,,,,,,,,,,,,
ESS-031,French Toast Sticks 8ct,Eggo French Toast Sticks 8-Pack,Bakery,073410000345,3.99,2.35,8.25,28,8,60,12,30,each,Eggo,orders@eggo.com,true,,,,,,,,,,,,,
ESS-032,Pop Tarts Variety 16ct,Kellogg's Pop-Tarts Variety Pack 16ct,Bakery,073410000352,5.99,3.55,8.25,17,8,60,12,30,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
ESS-033,Cereal Frosted Flakes 13.5oz,Kellogg's Frosted Flakes 13.5oz,Bakery,073410000369,4.99,2.95,8.25,84,8,60,12,30,each,Kellogg's,orders@kelloggs.com,true,,,,,,,,,,,,,
ESS-034,Cereal Cheerios 8.9oz,Cheerios Whole Grain Oats 8.9oz,Bakery,073410000376,4.99,2.95,8.25,22,8,60,12,30,each,General Mills,orders@generalmills.com,true,,,,,,,,,,,,,
ESS-035,Cereal Cinnamon Toast Crunch 12.2oz,Cinnamon Toast Crunch 12.2oz,Bakery,073410000383,4.99,2.95,8.25,67,8,60,12,30,each,General Mills,orders@generalmills.com,true,,,,,,,,,,,,,
ESS-036,Oatmeal Quaker 1.51oz,Quaker Instant Oatmeal Original 1.51oz,Bakery,073410000390,1.29,0.75,8.25,89,36,300,48,150,each,Quaker,orders@quaker.com,true,,,,,,,,,,,,,
ESS-037,Cream of Wheat 2.5oz,Cream of Wheat Instant Hot Cereal 2.5oz,Bakery,073410000406,1.49,0.85,8.25,31,24,200,36,100,each,Cream of Wheat,orders@creamofwheat.com,true,,,,,,,,,,,,,
ESS-038,Grits Quaker 1oz,Quaker Instant Grits Original 1oz,Bakery,073410000413,0.99,0.55,8.25,47,48,400,60,200,each,Quaker,orders@quaker.com,true,,,,,,,,,,,,,
ESS-039,Pizza Cheese 21.5oz,Tombstone Original Cheese Pizza 21.5oz,Frozen,073410000420,5.99,3.55,8.25,39,8,60,12,30,each,Tombstone,orders@tombstone.com,true,,,,,,,,,,,,,
ESS-040,Pizza Pepperoni 22.4oz,Tombstone Pepperoni Pizza 22.4oz,Frozen,073410000437,5.99,3.55,8.25,44,8,60,12,30,each,Tombstone,orders@tombstone.com,true,,,,,,,,,,,,,
ESS-041,Pizza Supreme 27.1oz,Tombstone Supreme Pizza 27.1oz,Frozen,073410000444,6.99,4.15,8.25,34,6,40,12,20,each,Tombstone,orders@tombstone.com,true,,,,,,,,,,,,,
ESS-042,Hot Pockets Ham Cheese 9oz,Hot Pockets Ham & Cheese 9oz,Frozen,073410000451,3.49,2.05,8.25,28,12,80,18,40,each,Nestle,orders@nestle.com,true,,,,,,,,,,,,,
ESS-043,Hot Pockets Pepperoni 9oz,Hot Pockets Pepperoni Pizza 9oz,Frozen,073410000468,3.49,2.05,8.25,56,12,80,18,40,each,Nestle,orders@nestle.com,true,,,,,,,,,,,,,
ESS-044,Hot Pockets Meatballs 9oz,Hot Pockets Meatballs & Mozzarella 9oz,Frozen,073410000475,3.49,2.05,8.25,23,12,80,18,40,each,Nestle,orders@nestle.com,true,,,,,,,,,,,,,
ESS-045,Taquitos Beef 20oz,Taquitos Beef & Cheese 20ct,Frozen,073410000482,5.99,3.55,8.25,19,6,40,12,20,each,El Monterey,orders@elmonterey.com,true,,,,,,,,,,,,,
ESS-046,Taquitios Chicken 20oz,Taquitos Chicken & Cheese 20ct,Frozen,073410000499,5.99,3.55,8.25,41,6,40,12,20,each,El Monterey,orders@elmonterey.com,true,,,,,,,,,,,,,
ESS-047,Egg Rolls Pork 16oz,Pagoda Pork Egg Rolls 4ct,Frozen,073410000505,4.99,2.95,8.25,33,8,60,12,30,each,Pagoda,orders@pagoda.com,true,,,,,,,,,,,,,
ESS-048,Potstickers Chicken 16oz,Pagoda Chicken Potstickers 4ct,Frozen,073410000512,4.99,2.95,8.25,28,8,60,12,30,each,Pagoda,orders@pagoda.com,true,,,,,,,,,,,,,
ESS-049,French Fries Crinkle 32oz,Ore-Ida Crinkle Cut French Fries 32oz,Frozen,073410000529,3.99,2.35,8.25,17,8,60,12,30,each,Ore-Ida,orders@oreida.com,true,,,,,,,,,,,,,
ESS-050,French Fries Straight 32oz,Ore-Ida Golden Crinkles 32oz,Frozen,073410000536,3.99,2.35,8.25,84,8,60,12,30,each,Ore-Ida,orders@oreida.com,true,,,,,,,,,,,,,
ESS-051,Tater Tots 32oz,Ore-Ida Tater Tots 32oz,Frozen,073410000543,3.99,2.35,8.25,22,8,60,12,30,each,Ore-Ida,orders@oreida.com,true,,,,,,,,,,,,,
ESS-052,Hash Browns 30oz,Ore-Ida Shredded Hash Browns 30oz,Frozen,073410000550,3.99,2.35,8.25,67,8,60,12,30,each,Ore-Ida,orders@oreida.com,true,,,,,,,,,,,,,
